BIB_ID,MFHD_ID,ITEM_ID,BIB_FORMAT,LANGUAGE,TITLE,AUTHOR,TITLE_BRIEF,EDITION,ISBN,NETWORK_NUMBER,PUBLISHER_DATE,PUBLISHER,BEGIN_PUB_DATE,MfhdLocation,displayCallNo,normCallNo,ITEM_ENUM,CHRON,COPY_NUMBER,PIECES,ITEM_BARCODE,ItemPermLocCode,ItemPermLocName,ItemPermTypeName,ItemTempLocCode,ItemTempLocName,ItemTempTypeName,CREATE_DATE,UPDATE_DATE,PO_ID,MaxOfCHARGE_DATE
568520,607791,685861,am,eng,Coordination chemistry / by Fred Basolo and Ronald C. Johnson. ,"Basolo, Fred, 1920- ",Coordination chemistry / ,2nd rev. and enlarged ed. ,0905927478 (pbk) : ,(OCoLC)ocm13701394 ,[1986]. ,"Science Reviews, ",1986,aastx,ON ORDER CHEM419,,,,1,1,31811012754415,aastx,Book Collection,BOOK 16/8/4 WK REQ EXMPT,,,,12/05/2002 15:25:59,07/11/2003 09:35:54,3928,
