BIB_ID`MFHD_ID`ITEM_ID`BibSuppress`MfhdSuppress`BIB_FORMAT`LANGUAGE`TITLE`AUTHOR`TITLE_BRIEF`EDITION`ISBN`NETWORK_NUMBER`PUBLISHER_DATE`PUBLISHER`BEGIN_PUB_DATE`MfhdLocation`displayCallNo`normCallNo`ITEM_ENUM`CHRON`COPY_NUMBER`PIECES`ITEM_BARCODE`ItemPermLocCode`ItemPermLocName`ItemPermTypeName`ItemTempLocCode`ItemTempLocName`ItemTempTypeName`CREATE_DATE`UPDATE_DATE`PO_ID`MaxOfCHARGE_DATE
652554`696919`770642`N`N`am`eng`Cosmic jackpot : why our universe is just right for life / Paul Davies.`Davies, P. C. W.`Cosmic jackpot : why our universe is just right for life /``9780618592265`(OCoLC)ocm70775587`2007.`Houghton Mifflin,`2007`aastx`BS651 .D325 2007`BS  651            D 325   2007```1`1`31811012291095`aastx`Book Collection`BOOK 16/8/4 WK````20-Feb-08`24-Mar-08`11731`13-Apr-10
663502`707839`783497`N`N`am`eng`Roman revolution of Constantine / Raymond Van Dam.`Van Dam, Raymond.`Roman revolution of Constantine /``9780521882095 (hardback)`(OCoLC)ocm85623570`2007.`Cambridge University Press,`2007`aastx`BR180 .V36 2007`BR  180            V 36   2007```1`1`31811013502326`aastx`Book Collection`BOOK 16/8/4 WK````07-Nov-08`10-Mar-09`12630`08-Sep-12
653280`697870`773361`N`N`am`eng`Attachment and dynamic practice : an integrative guide for social workers and other clinicians / Jerrold R. Brandell and Shoshana Ringel.`Brandell, Jerrold R.`Attachment and dynamic practice : an integrative guide for social workers and other clinicians /``9780231133913 (pbk. : alk. paper)`(OCoLC)ocm71241882`c2007.`Columbia University Press,`2007`aastx`BF723.A75 B73 2007`BF  723            A 75   B 73   2007```1`1`31811013186781`aastx`Book Collection`BOOK 16/8/4 WK````03-Mar-08`03-Jun-08`11803`12-Aug-08
640433`683581`763955`N`N`am`eng`Holy Qur'an : translations of selected verses / [translator], Martin Lings.``Holy Qur'an : translations of selected verses /``1903682533 (pbk.)`(OCoLC)ocm70264650`2007.`Royal AAL Al-Bayt Institute for Islamic Thought, Islamic Texts Society,`2007`aastx`BP109 2007`BP  109       2007```1`1`31811012298595`aastx`Book Collection`BOOK 16/8/4 WK````12-Apr-07`06-Sep-07`10954`28-Oct-07
640433`683581`763955`N`N`am`eng`Holy Qur'an : translations of selected verses / [translator], Martin Lings.``Holy Qur'an : translations of selected verses /``1903682533 (pbk.)`(OCoLC)ocm70264650`2007.`Royal AAL Al-Bayt Institute for Islamic Thought, Islamic Texts Society,`2007`aastx`BP109 2007`BP  109       2007```1`1`31811012298595`aastx`Book Collection`BOOK 16/8/4 WK````12-Apr-07`06-Sep-07`11293`28-Oct-07
668360`714353`794980`N`N`am`eng`C.I. Lewis in focus : the pulse of pragmatism / Sandra B. Rosenthal.`Rosenthal, Sandra B.`C.I. Lewis in focus : the pulse of pragmatism /``0253348374 (alk. paper)`(OCoLC)ocm70251169`c2007.`Indiana University Press,`2007`aastx`B945.L454 R66 2007`B  945            L 454   R 66   2007```1`1`31811013571677`aastx`Book Collection`BOOK 16/8/4 WK````25-Mar-09`03-Sep-09`12944`
669292`715202`789971`N`N`am`eng`Pragmatism as post-postmodernism : lessons from John Dewey / Larry A. Hickman.`Hickman, Larry A., 1942-`Pragmatism as post-postmodernism : lessons from John Dewey /`1st ed.`9780823228416 (cloth : alk. paper)`(OCoLC)ocn154762655`2007.`Fordham University Press,`2007`aastx`B832 .H53 2007`B  832            H 53   2007```1`1`31811013565802`aastx`Book Collection`BOOK 16/8/4 WK````13-Apr-09`24-Jun-09`13041`31-Jan-11
654007`699002`777931`N`N`am`eng`Wittgenstein and the moral life : essays in honor of Cora Diamond / edited by Alice Crary.``Wittgenstein and the moral life : essays in honor of Cora Diamond /``9780262532860 (pbk. : alk. paper)`(OCoLC)ocm72871292`c2007.`MIT Press,`2007`aastx`B3376.W564 W55548 2007`B 3376            W 564   W 55548   2007```1`1`31811013210292`aastx`Book Collection`BOOK 16/8/4 WK````18-Mar-08`24-Sep-08`11905`
654226`698913`774737`N`N`am`eng`Beyond moral judgment / Alice Crary.`Crary, Alice, 1967-`Beyond moral judgment /``0674024575`(OCoLC)ocm71427437`2007.`Harvard University Press,`2007`aastx`BJ1408.5 .C73 2007`BJ 14085           C 73   2007```1`1`31811013191773`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-08`03-Jul-08`11905`
651180`696474`779132`N`N`am`eng`Plato and the art of philosophical writing / Christopher Rowe.`Rowe, C. J.`Plato and the art of philosophical writing /``9780521859325 (hbk.)`(OCoLC)ocn154706385`2007.`Cambridge University Press,`2007`aastx`B395 .R764 2007`B  395            R 764   2007```1`1`31811013235042`aastx`Book Collection`BOOK 16/8/4 WK````28-Jan-08`03-Nov-08`11692`
651180`696474`779132`N`N`am`eng`Plato and the art of philosophical writing / Christopher Rowe.`Rowe, C. J.`Plato and the art of philosophical writing /``9780521859325 (hbk.)`(OCoLC)ocn154706385`2007.`Cambridge University Press,`2007`aastx`B395 .R764 2007`B  395            R 764   2007```1`1`31811013235042`aastx`Book Collection`BOOK 16/8/4 WK````28-Jan-08`03-Nov-08`12470`
639445`682446`759244`N`N`am`eng`Returning to Irigaray : feminist philosophy, politics, and the question of unity / edited by Maria C. Cimitile, Elaine P. Miller.``Returning to Irigaray : feminist philosophy, politics, and the question of unity /``0791469204 (pbk. : alk. paper)`(OCoLC)ocm62742575`c2007.`State University of New York Press,`2007`aastx`B2430.I74 R48 2007`B 2430            I 74   R 48   2007```1`1`31811012733104`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-07`25-May-07`10878`16-Oct-07
668357`714358`789130`N`N`am`eng`Monkey trials and gorilla sermons : evolution and Christianity from Darwin to intelligent design / Peter J. Bowler.`Bowler, Peter J.`Monkey trials and gorilla sermons : evolution and Christianity from Darwin to intelligent design /``9780674026155 (alk. paper)`(OCoLC)ocn122261583`2007.`Harvard University Press,`2007`aastx`BS651 .B755 2007`BS  651            B 755   2007```1`1`31811013570471`aastx`Book Collection`BOOK 16/8/4 WK````25-Mar-09`10-Jun-09`12944`22-Feb-10
652120`696569`770493`N`N`am`eng`Myth of Sisyphus : renaissance theories of human perfectibility / Elliott M. Simon.`Simon, Elliott M.`Myth of Sisyphus : renaissance theories of human perfectibility /``0838641164 (alk. paper)`(OCoLC)ocm72988055`c2007.`Fairleigh Dickinson University Press,`2007`aastx`BD233 .S56 2007`BD  233            S 56   2007```1`1`31811012291475`aastx`Book Collection`BOOK 16/8/4 WK````14-Feb-08`19-Mar-08`11700`10-Nov-12
654232`699001`772581`N`N`am`eng`What is good and why : the ethics of well-being / Richard Kraut.`Kraut, Richard, 1944-`What is good and why : the ethics of well-being /``0674024419 (alk. paper)`(OCoLC)ocm71004583`2007.`Harvard University Press,`2007`aastx`BJ1401 .K73 2007`BJ 1401            K 73   2007```1`1`31811012382183`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-08`13-May-08`11905`01-Nov-10
669288`715192`789267`N`N`am`eng`Concern for the other : perspectives on the ethics of K.E. L¿¿gstrup / edited by Svend Andersen and Kees van Kooten Niekerk.``Concern for the other : perspectives on the ethics of K.E. L¿¿gstrup /``9780268020316 (pbk. : alk. paper)`(OCoLC)ocn165957472`c2007.`University of Notre Dame Press,`2007`aastx`B4382.L64 C66 2007`B 4382            L 64   C 66   2007```1`1`31811013569713`aastx`Book Collection`BOOK 16/8/4 WK````13-Apr-09`12-Jun-09`13041`
651202`696469`780722`N`N`am`eng`Aristotle and beyond : essays on metaphysics and ethics / Sarah Broadie.`Broadie, Sarah.`Aristotle and beyond : essays on metaphysics and ethics /``9780521870245 (hardback : alk. paper)`(OCoLC)ocn123767056`2007.`Cambridge University Press,`2007`aastx`B72 .B694 2007`B   72            B 694   2007```1`1`31811013237758`aastx`Book Collection`BOOK 16/8/4 WK````28-Jan-08`06-Jan-09`11692`
651202`696469`780722`N`N`am`eng`Aristotle and beyond : essays on metaphysics and ethics / Sarah Broadie.`Broadie, Sarah.`Aristotle and beyond : essays on metaphysics and ethics /``9780521870245 (hardback : alk. paper)`(OCoLC)ocn123767056`2007.`Cambridge University Press,`2007`aastx`B72 .B694 2007`B   72            B 694   2007```1`1`31811013237758`aastx`Book Collection`BOOK 16/8/4 WK````28-Jan-08`06-Jan-09`12470`
669274`715200`789026`N`N`am`eng`Moral literacy / Barbara Herman.`Herman, Barbara.`Moral literacy /``9780674024670 (hbk.)`(OCoLC)ocm77540878`c2007.`Harvard University Press,`2007`aastx`BJ21 .H47 2007`BJ   21            H 47   2007```1`1`31811013566107`aastx`Book Collection`BOOK 16/8/4 WK````13-Apr-09`09-Jun-09`13041`
652118`696567`770980`N`N`am`eng`Metaphysics for the mob : the philosophy of George Berkeley / John Russell Roberts.`Roberts, John Russell.`Metaphysics for the mob : the philosophy of George Berkeley /``0195313933 (alk. paper)`(OCoLC)ocm69680209`2007.`Oxford University Press,`2007`aastx`B1349.M47 R87 2007`B 1349            M 47   R 87   2007```1`1`31811012374925`aastx`Book Collection`BOOK 16/8/4 WK````14-Feb-08`31-Mar-08`11700`
640463`683612`761030`N`N`am`eng`Mother Teresa : saint or celebrity? / Ge¿¿zim Alpion.`Alpion, Ge¿¿zim I., 1962-`Mother Teresa : saint or celebrity? /``0415392470 (pbk. : alk. paper)`(OCoLC)ocm69680060`2007.`Routledge,`2007`aastx`BX4406.5.Z8 A57 2007`BX 44065           Z 8   A 57   2007```1`1`31811012287440`aastx`Book Collection`BOOK 16/8/4 WK````12-Apr-07`17-Jul-07`10954`24-Oct-11
649270`696123`769918`N`N`am`eng`Sin in the city : Chicago and revivalism, 1880-1920 / Thekla Ellen Joiner.`Joiner, Thekla Ellen.`Sin in the city : Chicago and revivalism, 1880-1920 /``9780826217431 (alk. paper)`(OCoLC)ocn150481226`c2007.`University of Missouri Press,`2007`aastx`BV3775.C5 J65 2007`BV 3775            C 5   J 65   2007```1`1`31811012356245`aastx`Book Collection`BOOK 16/8/4 WK````05-Dec-07`07-Mar-08`11660`
654237`698996`772291`N`N`am`eng`Republic of mind and spirit : a cultural history of American metaphysical religion / Catherine L. Albanese.`Albanese, Catherine L.`Republic of mind and spirit : a cultural history of American metaphysical religion /``0300110898 (cloth : alk. paper)`(OCoLC)ocm68221008`c2007.`Yale University Press,`2007`aastx`BL2525 .A435 2007`BL 2525            A 435   2007```1`1`31811012385491`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-08`06-May-08`11905`
661679`705768`777643`N`N`am`eng`How to think about meaning / Paul Saka.`Saka, Paul.`How to think about meaning /``9781402058561 (hbk. : alk. paper)`(OCoLC)ocn144615060`c2007.`Springer,`2007`aastx`B105.M4 S25 2007`B  105            M 4   S 25   2007```1`1`31811013220630`aastx`Book Collection`BOOK 16/8/4 WK````09-Sep-08`16-Sep-08`12480`10-Aug-11
654697`699014`774410`N`N`am`eng`Helen of Troy : the story behind the most beautiful woman in the world / Bettany Hughes.`Hughes, Bettany.`Helen of Troy : the story behind the most beautiful woman in the world /`1st Vintage books ed.`9781400076000 (pbk.)`(OCoLC)ocm77939585`2007, c2005.`Vintage,`2007`aastx`BL820.H45 H84 2007`BL  820            H 45   H 84   2007```1`1`31811013197507`aastx`Book Collection`BOOK 16/8/4 WK````31-Mar-08`24-Jun-08`11917`28-Nov-11
639437`682438`759735`N`N`am`eng`Etiquette : reflections on contemporary comportment / edited by Ron Scapp, Brian Seitz.``Etiquette : reflections on contemporary comportment /``0791469360 (pbk. : alk. paper)`(OCoLC)ocm63125838`c2007.`State University of New York Press,`2007`aastx`BJ1853 .E85 2007`BJ 1853            E 85   2007```1`1`31811012734250`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-07`13-Jun-07`10878`
656685`700563`774732`N`N`am`eng`In the beginning : fundamentalism, the Scopes trial, and the making of the antievolution movement / Michael Lienesch.`Lienesch, Michael, 1948-`In the beginning : fundamentalism, the Scopes trial, and the making of the antievolution movement /``0807830968 (cloth : alk. paper)`(OCoLC)ocm74648984`c2007.`University of North Carolina Press,`2007`aastx`BT712 .L54 2007`BT  712            L 54   2007```1`1`31811013191815`aastx`Book Collection`BOOK 16/8/4 WK````28-Apr-08`03-Jul-08`12024`24-Jan-09
654003`698982`772349`N`N`am`eng`Evolution for everyone : how Darwin's theory can change the way we think about our lives / David Sloan Wilson.`Wilson, David Sloan.`Evolution for everyone : how Darwin's theory can change the way we think about our lives /``9780385340212`(OCoLC)ocm70775599`2007.`Delacorte Press,`2007`aastx`B818 .W665 2007`B  818            W 665   2007```1`1`31811012385814`aastx`Book Collection`BOOK 16/8/4 WK````18-Mar-08`06-May-08`11905`01-Jul-08
641810`685067`758620`N`N`am`eng`Truth, etc. : six lectures on ancient logic / Jonathan Barnes.`Barnes, Jonathan, 1942-`Truth, etc. : six lectures on ancient logic /``0199282811 (hbk.)`(OCoLC)ocm71807830`2007.`Clarendon Press ; Oxford University Press,`2007`aastx`BC28 .B37 2007`BC   28            B 37   2007```1`1`31811012737907`aastx`Book Collection`BOOK 16/8/4 WK````01-May-07`16-May-07`11019`
668364`714362`789120`N`N`am`eng`Stoicism & emotion / Margaret R. Graver.`Graver, Margaret.`Stoicism & emotion /``9780226305578 (cloth : alk. paper)`(OCoLC)ocn123349821`2007.`University of Chicago Press,`2007`aastx`B528 .G73 2007`B  528            G 73   2007```1`1`31811013570364`aastx`Book Collection`BOOK 16/8/4 WK````25-Mar-09`10-Jun-09`12944`
652131`696609`772238`N`N`am`eng`Secularism confronts Islam / Olivier Roy ; translated by George Holoch.`Roy, Olivier, 1949-`Secularism confronts Islam /``9780231141024 (cloth : alk. paper)`(OCoLC)ocm78893375`c2007.`Columbia University Press,`2007`aastx`BP65.F8 R6913 2007`BP   65            F 8   R 6913   2007```1`1`31811012385152`aastx`Book Collection`BOOK 16/8/4 WK````14-Feb-08`05-May-08`11700`18-Nov-10
652552`696917`770825`N`N`am`eng`Bernard Bosanquet and the legacy of British idealism / edited by William Sweet.``Bernard Bosanquet and the legacy of British idealism /``9780802089816 (alk. paper)`(OCoLC)ocm61755432`c2007.`University of Toronto Press,`2007`aastx`B1618.B54 B47 2007`B 1618            B 54   B 47   2007```1`1`31811012357110`aastx`Book Collection`BOOK 16/8/4 WK````20-Feb-08`27-Mar-08`11731`
652578`696943`770533`N`N`am`eng`On the way to Heidegger's Contributions to philosophy / Parvis Emad.`Emad, Parvis.`On the way to Heidegger's Contributions to philosophy /``9780299222208 (cloth : alk. paper)`(OCoLC)ocm71810013`c2007.`University of Wisconsin Press,`2007`aastx`B3279.H48 B44534 2007`B 3279            H 48   B 44534   2007```1`1`31811012356104`aastx`Book Collection`BOOK 16/8/4 WK````20-Feb-08`19-Mar-08`11731`
620899`664248`745271`N`N`am`eng`Representing God at the statehouse : religion and politics in the American states / edited by Edward L. Cleary & Allen D. Hertzke.``Representing God at the statehouse : religion and politics in the American states /``0742534383 (pbk. : alk. paper)`(OCoLC)ocm60776597`c2006.`Rowman & Littlefield Publishers,`2006`aastx`BL2525 .R4717 2006`BL 2525            R 4717   2006```1`1`31811012636745`aastx`Book Collection`BOOK 16/8/4 WK````23-Jan-06`20-Jul-06`9370`
635754`678585`752567`N`N`am`eng`Mosque : the heart of submission / Rusmir Mahmutc¿¿ehajic¿¿.`Mahmutc¿¿ehajic¿¿, Rusmir, 1948-`Mosque : the heart of submission /`1st ed.`0823225844 (hardcover : alk. paper)`(OCoLC)ocm62282217`2006.`Fordham University Press,`2006`aastx`BP187.62 .M34 2006`BP  18762          M 34   2006```1`1`31811012672666`aastx`Book Collection`BOOK 16/8/4 WK````03-Jan-07`11-Jan-07`10607`12-Mar-08
641328`684589`760886`N`N`am`eng`Philosopher's "I" : autobiography and the search for the self / J. Lenore Wright.`Wright, J. Lenore, 1972-`Philosopher's "I" : autobiography and the search for the self /``079146914X (pbk. : alk. paper)`(OCoLC)ocm63107948`c2006.`State University of New York Press,`2006`aastx`B104 .W75 2006`B  104            W 75   2006```1`1`31811012287275`aastx`Book Collection`BOOK 16/8/4 WK````20-Apr-07`16-Jul-07`10989`
654249`698984`774372`N`N`am`eng`Heirs of the prophet : charisma and religious authority in Shi'ite Islam / Liyakat N. Takim.`Takim, Liyakatali, 1957-`Heirs of the prophet : charisma and religious authority in Shi'ite Islam /``0791467376 (hardcover : alk. paper)`(OCoLC)ocm60500160`c2006.`State University of New York Press,`2006`aastx`BP194.9.G68 T25 2006`BP  1949           G 68   T 25   2006```1`1`31811012379577`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-08`24-Jun-08`11905`11-Mar-09
654281`698918`772541`N`N`am`eng`Buddhist goddesses of India / Miranda Shaw.`Shaw, Miranda Eberle, 1954-`Buddhist goddesses of India /``0691127581 (alk. paper)`(OCoLC)ocm62342823`c2006.`Princeton University Press,`2006`aastx`BQ4630 .S43 2006`BQ 4630            S 43   2006```1`1`31811012386150`aastx`Book Collection`BOOK 16/8/4 WK````24-Mar-08`09-May-08`11905`
652228`696987`770564`N`N`am`eng`Companion to philosophical logic / edited by Dale Jacquette.``Companion to philosophical logic /``9781405145756 (pbk. : alk. paper)`(OCoLC)ocm68028350`2006.`Blackwell,`2006`aastx`BC71 .C65 2006`BC   71            C 65   2006```1`1`31811012360163`aastx`Book Collection`BOOK 16/8/4 WK````15-Feb-08`20-Mar-08`11733`02-Feb-12
654002`698921`772272`N`N`am`eng`Companion to phenomenology and existentialism / edited by Hubert L. Dreyfus and Mark A. Wrathall.``Companion to phenomenology and existentialism /``1405110775 (alk. paper)`(OCoLC)ocm60743147`2006.`Blackwell Pub.,`2006`aastx`B829.5 .C557 2006`B  8295           C 557   2006```1`1`31811012385590`aastx`Book Collection`BOOK 16/8/4 WK````18-Mar-08`06-May-08`11905`05-Mar-09
640431`683579`761606`N`N`am`eng`Hinduism and its spiritual masters / by William Stoddart.`Stoddart, William.`Hinduism and its spiritual masters /``1887752870 (pbk.)`(OCoLC)ocm74317616`2006.`Fons Vitae,`2006`aastx`BL1202 .S76 2006`BL 1202            S 76   2006```1`1`31811012293208`aastx`Book Collection`BOOK 16/8/4 WK````12-Apr-07`30-Jul-07`10954`30-Jul-12
627538`670365`745917`N`N`am`eng`Islam in the world / Malise Ruthven.`Ruthven, Malise.`Islam in the world /`3rd ed.`0195305035 (pbk.)`(OCoLC)ocm64685006`c2006.`Oxford University Press,`2006`aastx`BP161.2 .R87 2006`BP  1612           R 87   2006```1`1`31811011746396`aastx`Book Collection`BOOK 16/8/4 WK````05-Jun-06`28-Jul-06`10111`22-Feb-11
639440`682441`756762`N`N`am`eng`New voices of Islam : rethinking politics and modernity : a reader / Mehran Kamrava, editor.``New voices of Islam : rethinking politics and modernity : a reader /``0520250982 (cloth : alk. paper)`(OCoLC)ocm71006835`c2006.`University of California Press,`2006`aastx`BP165 .N49 2006`BP  165            N 49   2006```1`1`31811012729045`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-07`16-Apr-07`10878`28-Mar-11
640418`683566`759865`N`N`am`eng`Fifty key figures in Islam / Roy Jackson.`Jackson, Roy, 1962-`Fifty key figures in Islam /``0415354684 (pbk. : alk. paper)`(OCoLC)ocm62282191`2006.`Routledge,`2006`aastx`BP70 .J34 2006`BP   70            J 34   2006```1`1`31811012736990`aastx`Book Collection`BOOK 16/8/4 WK````12-Apr-07`18-Jun-07`10954`
634521`677277`751818`N`N`am`eng`Ethics / Laurie diMauro and Tina Grant, book editors.``Ethics /``0737733195 (lib. : alk. paper)`(OCoLC)ocm64289495`c2006.`Greenhaven Press,`2006`aastx`BJ21 .E84 2006`BJ   21            E 84   2006```1`1`31811012671213`aastx`Book Collection`BOOK 16/8/4 WK````17-Nov-06`20-Dec-06`10514`07-Nov-11
652568`696933`771009`N`N`am`eng`Justification without awareness : a defense of epistemic externalism / Michael Bergmann.`Bergmann, Michael Abram, 1964-`Justification without awareness : a defense of epistemic externalism /``9780199275748 (hbk.)`(OCoLC)ocm64311770`2006.`Clarendon Press ; Oxford University Press,`2006`aastx`BD418.3 .B46 2006`BD  4183           B 46   2006```1`1`31811012375302`aastx`Book Collection`BOOK 16/8/4 WK````20-Feb-08`01-Apr-08`11731`04-Sep-09
634148`676440`751730`N`N`am`eng`Contemporary debates in moral theory / edited by James Dreier.``Contemporary debates in moral theory /``1405101792 (pbk. : alk. paper)`(OCoLC)ocm58975748`2006.`Blackwell Pub.,`2006`aastx`BJ1012 .C6572 2006`BJ 1012            C 6572   2006```1`1`31811012671163`aastx`Book Collection`BOOK 16/8/4 WK````08-Nov-06`19-Dec-06`10440`10-Dec-09
620686`664206`744956`N`N`am`eng`Politics of religion : a survey / edited by Jeffrey Haynes.``Politics of religion : a survey /`1st ed.`1857433483`(OCoLC)ocm69107007`2006.`Routledge,`2006`aastx`BL65.P7 P64 2006`BL   65            P 7   P 64   2006```1`1`31811013300622`aastx`Book Collection`BOOK NONCIRC````19-Jan-06`10-Jul-06`9368`
641317`684578`761165`N`N`am`eng`Critical affinities : Nietzsche and African American thought / edited by Jacqueline Scott and A. Todd Franklin ; foreword by Robert Gooding-Williams.``Critical affinities : Nietzsche and African American thought /``0791468623 (pbk. : alk. paper)`(OCoLC)ocm62152798`c2006.`State University of New York Press,`2006`aastx`B3317 .C685 2006`B 3317            C 685   2006```1`1`31811012288000`aastx`Book Collection`BOOK 16/8/4 WK````20-Apr-07`19-Jul-07`10989`03-Nov-09
619731`662551`738479`N`N`am`eng`Encyclopedia of philosophy / Donald M. Borchert, editor in chief.``Encyclopedia of philosophy /`2nd ed.`0028657802 (set hbk. alk. paper)`(OCoLC)ocm61151356`c2006.`Macmillan Reference USA,`2006`aastx`B51 .E53 2006`B   51            E 53   2006`v.10``1`1`31811012619873`aastx`Book Collection`BOOK 16/8/4 WK````03-Jan-06`22-Jun-10`9296`
619731`662551`738477`N`N`am`eng`Encyclopedia of philosophy / Donald M. Borchert, editor in chief.``Encyclopedia of philosophy /`2nd ed.`0028657802 (set hbk. alk. paper)`(OCoLC)ocm61151356`c2006.`Macmillan Reference USA,`2006`aastx`B51 .E53 2006`B   51            E 53   2006`v.8``1`1`31811012607092`aastx`Book Collection`BOOK 16/8/4 WK````03-Jan-06`22-Jun-10`9296`
619731`662551`738471`N`N`am`eng`Encyclopedia of philosophy / Donald M. Borchert, editor in chief.``Encyclopedia of philosophy /`2nd ed.`0028657802 (set hbk. alk. paper)`(OCoLC)ocm61151356`c2006.`Macmillan Reference USA,`2006`aastx`B51 .E53 2006`B   51            E 53   2006`v.2``1`1`31811012607068`aastx`Book Collection`BOOK 16/8/4 WK````03-Jan-06`22-Jun-10`9296`
638665`681491`756039`N`N`am`eng`Group counseling : strategies and skills / Ed E. Jacobs, Robert L. Masson, Riley L. Harvill.`Jacobs, Edward E., 1944-`Group counseling : strategies and skills /`5th ed.`0534632815`(OCoLC)ocm61194020`c2006.`Thomson/Brooks/Cole,`2006`aastx`BF637.C6 J34 2006`BF  637            C 6   J 34   2006```1`1`31811012722958`aastx`Book Collection`BOOK 16/8/4 WK````07-Mar-07`05-Apr-07`10819`29-Oct-12
670010`715958`790634`N`N`am`eng`Edith Stein : a philosophical prologue, 1913-1922 / Alasdair MacIntyre.`MacIntyre, Alasdair C.`Edith Stein : a philosophical prologue, 1913-1922 /``074254995X (pbk. : alk. paper)`(OCoLC)ocm59882004`c2006.`Rowman & Littlefield Publishers,`2006`aastx`BX4705.S814 M33 2006`BX 4705            S 814   M 33   2006```1`1`31811013554194`aastx`Book Collection`BOOK 16/8/4 WK````27-Apr-09`08-Jul-09`13148`
629323`672089`747316`N`N`am`eng`Gospel of Judas : from Codex Tchacos / edited by Rodolphe Kasser, Marvin Meyer, and Gregor Wurst.``Gospel of Judas : from Codex Tchacos /``1426200420`(OCoLC)ocm65628863`c2006.`National Geographic,`2006`aastx`BS2460.J8 G67 2006`BS 2460            J 8   G 67   2006```1`1`31811012675503`aastx`Book Collection`BOOK 16/8/4 WK````07-Aug-06`21-Aug-06`10232`25-Jan-10
639441`682442`756655`N`N`am`eng`Plato's Symposium : issues in interpretation and reception / edited by J.H. Lesher, Debra Nails, and Frisbee C.C. Sheffield.``Plato's Symposium : issues in interpretation and reception /``0674023757`(OCoLC)ocm76261916`2006.`Center for Hellenic Studies, Trustees for Harvard University ; Distributed by Harvard University Press,`2006`aastx`B385 .P58 2006`B  385            P 58   2006```1`1`31811012722156`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-07`16-Apr-07`10878`
654228`698998`772740`N`N`am`eng`Structured self in Hellenistic and Roman thought / Christopher Gill.`Gill, Christopher, 1946-`Structured self in Hellenistic and Roman thought /``019815268X (hbk. : alk. paper)`(OCoLC)ocm62532412`2006.`Oxford University Press,`2006`aastx`BD450 .G4892 2006`BD  450            G 4892   2006```1`1`31811012384312`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-08`15-May-08`11905`22-Jun-10
669966`715990`792636`N`N`am`eng`Doing nothing : a history of loafers, loungers, slackers and bums in America / Tom Lutz.`Lutz, Tom.`Doing nothing : a history of loafers, loungers, slackers and bums in America /`1st ed.`0865476500 (hardcover : alk. paper)`(OCoLC)ocm61864056`2006.`Farrar, Straus and Giroux,`2006`aastx`BJ1498 .L88 2006`BJ 1498            L 88   2006```1`1`31811013593564`aastx`Book Collection`BOOK 16/8/4 WK````24-Apr-09`05-Aug-09`13144`22-Sep-11
654233`698997`772515`N`N`am`eng`Rise and fall of soul and self : an intellectual history of personal identity / Raymond Martin and John Barresi.`Martin, Raymond, 1941-`Rise and fall of soul and self : an intellectual history of personal identity /``0231137443 (hardcover : alk. paper)`(OCoLC)ocm62282137`c2006.`Columbia University Press,`2006`aastx`BD438.5 .M375 2006`BD  4385           M 375   2006```1`1`31811012385830`aastx`Book Collection`BOOK 16/8/4 WK````21-Mar-08`09-May-08`11905`
654706`698819`779238`N`N`am`eng`Personal correspondence of Hildegard of Bingen / selected letters with an introduction and commentary by Joseph L. Baird.`Hildegard, Saint, 1098-1179.`Personal correspondence of Hildegard of Bingen /``9780195308235`(OCoLC)ocm64208224`2006.`Oxford University Press,`2006`aastx`BX4700.H5 A4 2006`BX 4700            H 5   A 4   2006```1`1`31811013211274`aastx`Book Collection`BOOK 16/8/4 WK````31-Mar-08`06-Nov-08`11903`
654706`698819`779238`N`N`am`eng`Personal correspondence of Hildegard of Bingen / selected letters with an introduction and commentary by Joseph L. Baird.`Hildegard, Saint, 1098-1179.`Personal correspondence of Hildegard of Bingen /``9780195308235`(OCoLC)ocm64208224`2006.`Oxford University Press,`2006`aastx`BX4700.H5 A4 2006`BX 4700            H 5   A 4   2006```1`1`31811013211274`aastx`Book Collection`BOOK 16/8/4 WK````31-Mar-08`06-Nov-08`12470`
639837`683242`758670`N`N`am`eng`Myth of evil : demonizing the enemy / Phillip Cole.`Cole, Phillip.`Myth of evil : demonizing the enemy /``0275992160 (alk. paper)`(OCoLC)ocm64453370`2006.`Praeger,`2006`aastx`BJ1401 .C58 2006`BJ 1401            C 58   2006```1`1`31811012731611`aastx`Book Collection`BOOK 16/8/4 WK````30-Mar-07`17-May-07`10934`21-Sep-10
637613`680415`755287`N`N`am`eng`Mainstream and formal epistemology / Vincent F. Hendricks.`Hendricks, Vincent F.`Mainstream and formal epistemology /``0521857899 (hardback)`(OCoLC)ocm61879731`2006.`Cambridge University Press,`2006`aastx`BD161 .H35 2006`BD  161            H 35   2006```1`1`31811012720507`aastx`Book Collection`BOOK 16/8/4 WK````02-Feb-07`12-Mar-07`10742`
