BIB_ID`MFHD_ID`ITEM_ID`BibSuppress`MfhdSuppress`BIB_FORMAT`LANGUAGE`TITLE`AUTHOR`TITLE_BRIEF`EDITION`ISBN`NETWORK_NUMBER`PUBLISHER_DATE`PUBLISHER`BEGIN_PUB_DATE`MfhdLocation`displayCallNo`normCallNo`ITEM_ENUM`CHRON`COPY_NUMBER`PIECES`ITEM_BARCODE`ItemPermLocCode`ItemPermLocName`ItemPermTypeName`ItemTempLocCode`ItemTempLocName`ItemTempTypeName`CREATE_DATE`UPDATE_DATE`PO_ID`MaxOfCHARGE_DATE
599629`640640`717912`N`N`am`lat`Bede's Historia ecclesiastica : a selection / introduction, text, notes, vocabulary by F. W. Garforth.`Bede, the Venerable, Saint, 673-735.`Bede's Historia ecclesiastica : a selection /``0865165432 (pbk.)`(OCoLC)ocm56512073`2003.`Bolchazy-Carducci,`2003`aastx`BR746 .B44 2003`BR  746            B 44   2003```1`1`31811012970664`aastx`Book Collection`BOOK 16/8/4 WK````31-Aug-04`17-Sep-04`7047`
588119`628753`707716`N`N`am`eng`Wilhelm Reich : psychoanalyst and radical naturalist / Robert S. Corrington.`Corrington, Robert S., 1950-`Wilhelm Reich : psychoanalyst and radical naturalist /`1st ed.`0374250022 (alk. paper)`(OCoLC)ocm51297185`2003.`Farrar, Straus and Giroux,`2003`aastx`BF109.R38 C67 2003`BF  109            R 38   C 67   2003```1`1`31811012887652`aastx`Book Collection`BOOK 16/8/4 WK````29-Jan-04`25-Mar-04`6184`
608726`651259`729745`N`N`am`eng`Monotheists : Jews, Christians, and Muslims in conflict and competition / F.E. Peters.`Peters, F. E. (Francis E.)`Monotheists : Jews, Christians, and Muslims in conflict and competition /``0691114609 (v. 1 : alk. paper)`(OCoLC)ocm50960846`c2003.`Princeton University Press,`2003`aastx`BM535 .P32 2003`BM  535            P 32   2003`v.2``1`1`31811012516327`aastx`Book Collection`BOOK 16/8/4 WK````11-Feb-05`12-May-05`7584`18-Nov-09
608726`651259`729745`N`N`am`eng`Monotheists : Jews, Christians, and Muslims in conflict and competition / F.E. Peters.`Peters, F. E. (Francis E.)`Monotheists : Jews, Christians, and Muslims in conflict and competition /``0691114609 (v. 1 : alk. paper)`(OCoLC)ocm50960846`c2003.`Princeton University Press,`2003`aastx`BM535 .P32 2003`BM  535            P 32   2003`v.2``1`1`31811012516327`aastx`Book Collection`BOOK 16/8/4 WK````11-Feb-05`12-May-05`8417`18-Nov-09
608726`651259`729745`N`N`am`eng`Monotheists : Jews, Christians, and Muslims in conflict and competition / F.E. Peters.`Peters, F. E. (Francis E.)`Monotheists : Jews, Christians, and Muslims in conflict and competition /``0691114609 (v. 1 : alk. paper)`(OCoLC)ocm50960846`c2003.`Princeton University Press,`2003`aastx`BM535 .P32 2003`BM  535            P 32   2003`v.2``1`1`31811012516327`aastx`Book Collection`BOOK 16/8/4 WK````11-Feb-05`12-May-05`8417`18-Nov-09
578258`618090`696250`N`N`am`eng`Boethius / John Marenbon.`Marenbon, John.`Boethius /``0195134060 (alk. paper)`(OCoLC)ocm50143461`2003.`Oxford University Press,`2003`aastx`B659.Z7 M346 2003`B  659            Z 7   M 346   2003```1`1`31811012814318`aastx`Book Collection`BOOK 16/8/4 WK````02-May-03`23-Jul-03`4946`04-Oct-07
585777`626376`708246`N`N`am`eng`Well-being : positive development across the life course / edited by Marc H. Bornstein ... [et al.].``Well-being : positive development across the life course /``0805840354 (alk. paper)`(OCoLC)ocm50410458`2003.`Lawrence Erlbaum Associates,`2003`aastx`BF713.5 .W45 2003`BF  7135           W 45   2003```1`1`31811013028298`aastx`Book Collection`BOOK 16/8/4 WK````02-Dec-03`02-Apr-04`5835`24-Aug-09
593483`634502`714145`N`N`am`eng`Future of political Islam / by Graham E. Fuller.`Fuller, Graham E., 1937-`Future of political Islam /``1403961360 (cl.)`(OCoLC)ocm51446081`2003.`Palgrave,`2003`aastx`BP173.7 .F85 2003`BP  1737           F 85   2003```1`1`31811012939834`aastx`Book Collection`BOOK 16/8/4 WK````12-Apr-04`21-Jun-04`6551`30-Mar-10
589824`630389`717684`N`N`am`eng`Introduction to test construction in the social and behavioral sciences : a practical guide / Joshua A. Fishman and Tomas Galguera.`Fishman, Joshua A.`Introduction to test construction in the social and behavioral sciences : a practical guide /``0742525198 (alk. paper)`(OCoLC)ocm50844195`c2003.`Rowman & Littlefield,`2003`aastx`BF176 .F57 2003`BF  176            F 57   2003```1`1`31811011721191`aastx`Book Collection`BOOK 16/8/4 WK````03-Mar-04`13-Sep-04`7000`03-Jul-08
589824`630389`717684`N`N`am`eng`Introduction to test construction in the social and behavioral sciences : a practical guide / Joshua A. Fishman and Tomas Galguera.`Fishman, Joshua A.`Introduction to test construction in the social and behavioral sciences : a practical guide /``0742525198 (alk. paper)`(OCoLC)ocm50844195`c2003.`Rowman & Littlefield,`2003`aastx`BF176 .F57 2003`BF  176            F 57   2003```1`1`31811011721191`aastx`Book Collection`BOOK 16/8/4 WK````03-Mar-04`13-Sep-04`6305`03-Jul-08
673309`719987`796601`N`N`am`eng`Commentaries / Pius II ; edited by Margaret Meserve and Marcello Simonetta.`Pius II, Pope, 1405-1464.`Commentaries /``0674011643 (v. 1 : alk. paper)`(OCoLC)ocm52714589`2003-<2007>`Harvard University Press,`2003`aastx`BX1308 .P5813 2003`BX 1308            P 5813   2003`v.2``1`1`31811013639516`aastx`Book Collection`BOOK 16/8/4 WK````06-Aug-09`05-Oct-09`13363`
673309`719987`796601`N`N`am`eng`Commentaries / Pius II ; edited by Margaret Meserve and Marcello Simonetta.`Pius II, Pope, 1405-1464.`Commentaries /``0674011643 (v. 1 : alk. paper)`(OCoLC)ocm52714589`2003-<2007>`Harvard University Press,`2003`aastx`BX1308 .P5813 2003`BX 1308            P 5813   2003`v.2``1`1`31811013639516`aastx`Book Collection`BOOK 16/8/4 WK````06-Aug-09`05-Oct-09`13363`
576837`616633`696884`N`N`am`eng`History of the concept of mind : speculations about soul, mind and spirit from Homer to Hume / Paul S. MacDonald.`MacDonald, Paul S., 1951-`History of the concept of mind : speculations about soul, mind and spirit from Homer to Hume /``075461364X`(OCoLC)ocm50270323`c2003.`Burlington, VT : Ashgate,`2003`aastx`BD418.3 .M35 2003`BD  4183           M 35   2003```1`1`31811011746404`aastx`Book Collection`BOOK 16/8/4 WK````07-Apr-03`04-Aug-03`4759`30-Apr-07
589593`630188`710180`N`N`am`eng`Making of fornication : eros, ethics, and political reform in Greek philosophy and early Christianity / Kathy L. Gaca.`Gaca, Kathy L.`Making of fornication : eros, ethics, and political reform in Greek philosophy and early Christianity /``0520235991 (cloth : alk. paper)`(OCoLC)ocm50417221`c2003.`University of California Press,`2003`aastx`BT708 .G33 2003`BT  708            G 33   2003```1`1`31811012913110`aastx`Book Collection`BOOK 16/8/4 WK````01-Mar-04`03-May-04`6280`22-Nov-08
586048`626490`705597`N`N`am`eng`Psychology of skill : a life-span approach / Phillip D. Tomporowski.`Tomporowski, Phillip D., 1948-`Psychology of skill : a life-span approach /``0275975932 (alk. paper)`(OCoLC)ocm49375436`2003.`Praeger,`2003`aastx`BF318 .T66 2003`BF  318            T 66   2003```1`1`31811012885979`aastx`Book Collection`BOOK 16/8/4 WK````05-Dec-03`18-Feb-04`5836`
591390`632341`713641`N`N`am`eng`Religion and civil society : rethinking public religion in the contemporary world / David Herbert.`Herbert, David, 1939-`Religion and civil society : rethinking public religion in the contemporary world /``0754613321`(OCoLC)ocm52225362`c2003.`Ashgate,`2003`aastx`BL60 .H457 2003`BL   60            H 457   2003```1`1`31811013427631`aastx`Book Collection`BOOK 16/8/4 WK````19-Mar-04`14-Jun-04`6404`06-Aug-12
612115`654417`732591`N`N`am`eng`Companion to Angus C. Graham's Chuang Tzu : the Inner chapters / Harold D. Roth.`Roth, Harold David.`Companion to Angus C. Graham's Chuang Tzu : the Inner chapters /``0824826434 (pbk. : alk. paper)`(OCoLC)ocm51330160`c2003.`University of Hawai'i Press,`2003`aastx`BL1900.C576 R67 2003`BL 1900            C 576   R 67   2003```1`1`31811013104693`aastx`Book Collection`BOOK 16/8/4 WK````12-May-05`21-Jul-05`8473`15-Sep-09
569167`635845`710606`N`N`am`eng`Displaying your findings : a practical guide for presenting figures, posters, and presentations / Adelheid A.M. Nicol & Penny M. Pexman.`Nicol, Adelheid A. M.`Displaying your findings : a practical guide for presenting figures, posters, and presentations /``1557989788 (pbk. : alk. paper)`(OCoLC)ocm50417169`c2003.`American Psychological Association,`2003`aastx`BF76.8 .N53 2003`BF   768           N 53   2003```3`1`31811012899335`aastx`Book Collection`BOOK 16/8/4 WK````03-Jan-03``6396`15-Sep-10
569167`635845`710606`N`N`am`eng`Displaying your findings : a practical guide for presenting figures, posters, and presentations / Adelheid A.M. Nicol & Penny M. Pexman.`Nicol, Adelheid A. M.`Displaying your findings : a practical guide for presenting figures, posters, and presentations /``1557989788 (pbk. : alk. paper)`(OCoLC)ocm50417169`c2003.`American Psychological Association,`2003`aastx`BF76.8 .N53 2003`BF   768           N 53   2003```3`1`31811012899335`aastx`Book Collection`BOOK 16/8/4 WK````03-Jan-03``4073`15-Sep-10
590223`631170`712363`N`N`am`eng`Counseling psychology and optimal human functioning / edited by Bruce Walsh.``Counseling psychology and optimal human functioning /``0805839984 (alk. paper)`(OCoLC)ocm50548868`2003.`L. Erlbaum Associates,`2003`aastx`BF637.C6 C65 2003`BF  637            C 6   C 65   2003```1`1`31811013273068`aastx`Book Collection`BOOK 16/8/4 WK````09-Mar-04`25-May-04`6331`18-Sep-09
623439`667012`743544`N`N`am`eng`Finding the middle way : the Utraquists' liberal challenge to Rome and Luther / Zdene¿¿k V. David.`David, Zdene¿¿k V.`Finding the middle way : the Utraquists' liberal challenge to Rome and Luther /``0801873827 (alk. paper)`(OCoLC)ocm51799207`c2003.`Woodrow Wilson Center Press ; Johns Hopkins University Press,`2003`aastx`BX4915.3 .D38 2003`BX 49153           D 38   2003```1`1`31811012631688`aastx`Book Collection`BOOK 16/8/4 WK````08-Mar-06`18-May-06`9631`
608880`651453`733365`N`N`am`eng`Dynamics of persuasion : communication and attitudes in the 21st century / Richard M. Perloff.`Perloff, Richard M.`Dynamics of persuasion : communication and attitudes in the 21st century /`2nd ed.`0805840877 (alk. paper)`(OCoLC)ocm51632072`2003.`Lawrence Erlbaum Associates,`2003`aastx`BF637.P4 .P39 2003`BF  637            P 4   P 39   2003```1`1`31811012543446`aastx`Book Collection`BOOK 16/8/4 WK````15-Feb-05`03-Aug-05`8502`15-Mar-12
593920`634902`714282`N`N`am`eng`Pride, faith, and fear : Islam in Sub-Saharan Africa / Charlotte A. Quinn and Frederick Quinn.`Quinn, Charlotte A.`Pride, faith, and fear : Islam in Sub-Saharan Africa /``0195063864 (alk. paper)`(OCoLC)ocm48920393`2003.`Oxford University Press,`2003`aastx`BP64.A37 Q56 2003`BP   64            A 37   Q 56   2003```1`1`31811012940246`aastx`Book Collection`BOOK 16/8/4 WK````16-Apr-04`24-Jun-04`6567`18-Jul-08
587598`628014`706267`N`N`am`eng`Deeper than Darwin : the prospect for religion in the age of evolution / John F. Haught.`Haught, John F.`Deeper than Darwin : the prospect for religion in the age of evolution /``0813365902 (alk. paper)`(OCoLC)ocm51053928`2003.`Westview Press,`2003`aastx`BT712 .H377 2003`BT  712            H 377   2003```1`1`31811012887397`aastx`Book Collection`BOOK 16/8/4 WK````21-Jan-04`01-Mar-04`6038`02-Sep-11
589614`630186`709053`N`N`am`eng`Islamic ethics of life : abortion, war, and euthanasia / edited by Jonathan E. Brockopp ; with a foreword by Gene Outka.``Islamic ethics of life : abortion, war, and euthanasia /``1570034710`(OCoLC)ocm50645537`2003.`University of South Carolina Press,`2003`aastx`BP134.L54 I85 2003`BP  134            L 54   I 85   2003```1`1`31811012921238`aastx`Book Collection`BOOK 16/8/4 WK````01-Mar-04`13-Apr-04`6280`01-Mar-11
589831`630487`711366`N`N`am`eng`Culture and children's intelligence : cross-cultural analysis of the WISC-III / edited by James Georgas ... [et al.].``Culture and children's intelligence : cross-cultural analysis of the WISC-III /``0122800559 (alk. paper)`(OCoLC)ocm52559286`c2003.`Academic Press,`2003`aastx`BF432.5.W42 C85 2003`BF  4325           W 42   C 85   2003```1`1`31811012914332`aastx`Book Collection`BOOK 16/8/4 WK````03-Mar-04`17-May-04`6302`
577130`616676`694306`N`N`am`eng`Taking on the tradition : Jacques Derrida and the legacies of deconstruction / Michael Naas.`Naas, Michael.`Taking on the tradition : Jacques Derrida and the legacies of deconstruction /``0804744211 (cloth : alk. paper)`(OCoLC)ocm50072729`2003.`Stanford University Press,`2003`aastx`B2430.D484 N33 2003`B 2430            D 484   N 33   2003```1`1`31811012807791`aastx`Book Collection`BOOK 16/8/4 WK````09-Apr-03`12-Jun-03`4745`30-Mar-10
586054`626507`705754`N`N`am`eng`Freud's theory of culture : eros, loss, and politics / Abraham Drassinower.`Drassinower, Abraham, 1962-`Freud's theory of culture : eros, loss, and politics /``074252261X (cloth : alk. paper)`(OCoLC)ocm50477298`c2003.`Rowman & Littlefield Publishers,`2003`aastx`BF175.4.C84 D73 2003`BF  1754           C 84   D 73   2003```1`1`31811012886563`aastx`Book Collection`BOOK 16/8/4 WK````05-Dec-03`20-Feb-04`5837`12-Sep-08
585763`626433`704290`N`N`am`eng`Essential child : origins of essentialism in everyday thought / Susan A. Gelman.`Gelman, Susan A.`Essential child : origins of essentialism in everyday thought /``0195154061 (cloth : alk. paper)`(DLC) 2002008635`2003.`Oxford University Press,`2003`aastx`BF723.C27 G45 2003`BF  723            C 27   G 45   2003```1`1`31811012884048`aastx`Book Collection`BOOK 16/8/4 WK````02-Dec-03`23-Jan-04`5841`
591483`632199`710836`N`N`am`eng`Communication and emotion : essays in honor of Dolf Zillmann / edited by Jennings Bryant, David Roskos-Ewoldsen, Joanne Cantor.``Communication and emotion : essays in honor of Dolf Zillmann /``080584032X (c : alk. paper)`(OCoLC)ocm51088151`2003.`Lawrence Erlbaum,`2003`aastx`BF637.C45 C6375 2003`BF  637            C 45   C 6375   2003```1`1`31811013039808`aastx`Book Collection`BOOK 16/8/4 WK````22-Mar-04`11-May-04`6402`12-Apr-11
612310`654671`732712`N`N`am`eng`Steps of perfection : exorcistic performers and Chinese religion in twentieth-century Taiwan / Donald S. Sutton.`Sutton, Donald S.`Steps of perfection : exorcistic performers and Chinese religion in twentieth-century Taiwan /``0674010973 (alk. paper)`(OCoLC)ocm51481650`2003.`Harvard University Asia Center : Distributed by Harvard University Press,`2003`aastx`BL1975 .S9 2003`BL 1975            S 9   2003```1`1`31811012926039`aastx`Book Collection`BOOK 16/8/4 WK````18-May-05`22-Jul-05`8496`11-Dec-12
612308`654669`732807`N`N`am`eng`Penumbra unbound : the neo-Taoist philosophy of Guo Xiang / Brook Ziporyn.`Ziporyn, Brook, 1964-`Penumbra unbound : the neo-Taoist philosophy of Guo Xiang /``0791456625 (pbk. : alk. paper)`(OCoLC)ocm50034836`c2003.`State University of New York Press,`2003`aastx`BL1920 .Z46 2003`BL 1920            Z 46   2003```1`1`31811013062081`aastx`Book Collection`BOOK 16/8/4 WK````18-May-05`25-Jul-05`8496`29-Oct-07
590218`631175`711130`N`N`am`eng`Leaders and legacies : contributions to the profession of counseling / edited by John D. West, Cynthia J. Osborn, and Donald L. Bubenzer.``Leaders and legacies : contributions to the profession of counseling /``0415944589 (alk. paper)`(OCoLC)ocm50583522`2003.`Brunner-Routledge,`2003`aastx`BF637.C6 L39 2003`BF  637            C 6   L 39   2003```1`1`31811012914076`aastx`Book Collection`BOOK 16/8/4 WK````09-Mar-04`14-May-04`6331`
609916`653039`729650`N`N`am`eng`Oxford dictionary of classical myth and religion / edited by Simon Price and Emily Kearns.``Oxford dictionary of classical myth and religion /``0192802887`(OCoLC)ocm52696798`2003.`Oxford University Press,`2003`aastx`BL715 .O94 2003`BL  715            O 94   2003```1`1`31811012545722`aastx`Book Collection`BOOK 16/8/4 WK````03-Mar-05`21-Jun-10`7691`13-Mar-12
616025`658657`740812`N`N`am`eng`Introduction to Roman religion / John Scheid ; translated by Janet Lloyd.`Scheid, John.`Introduction to Roman religion /``0253343771 (alk. paper)`(OCoLC)ocm51983537`2003.`Indiana University Press,`2003`aastx`BL803 .S3413 2003`BL  803            S 3413   2003```1`1`31811012622703`aastx`Book Collection`BOOK 16/8/4 WK````29-Aug-05`08-Mar-06`8875`12-Mar-12
609941`654328`732608`N`N`am`eng`Philosopher's gaze : modernity in the shadows of enlightenment / David Michael Levin.`Levin, David Michael, 1939-`Philosopher's gaze : modernity in the shadows of enlightenment /``0820703443 (pbk. : alk. paper)`(OCoLC)ocm52559066`[2003], c1999.`Duquesne University Press,`2003`aastx`B846 .L48 2003`B  846            L 48   2003```1`1`31811013294940`aastx`Book Collection`BOOK 16/8/4 WK````03-Mar-05`21-Jul-05`8417`19-Jan-10
574154`613800`692728`N`N`am`eng`Pragmatism, postmodernism, and the future of philosophy / John J. Stuhr.`Stuhr, John J.`Pragmatism, postmodernism, and the future of philosophy /``0415939674`(OCoLC)ocm51326813`2003.`Routledge,`2003`aastx`B944.P72 S78 2003`B  944            P 72   S 78   2003```1`1`31811012802214`aastx`Book Collection`BOOK 16/8/4 WK````27-Feb-03`06-May-03`4402`01-Aug-06
574154`613800`692728`N`N`am`eng`Pragmatism, postmodernism, and the future of philosophy / John J. Stuhr.`Stuhr, John J.`Pragmatism, postmodernism, and the future of philosophy /``0415939674`(OCoLC)ocm51326813`2003.`Routledge,`2003`aastx`B944.P72 S78 2003`B  944            P 72   S 78   2003```1`1`31811012802214`aastx`Book Collection`BOOK 16/8/4 WK````27-Feb-03`06-May-03`13169`01-Aug-06
608716`651306`731383`N`N`am`eng`Physician of the soul, healer of the cosmos : Isaac Luria and his kabbalistic fellowship / Lawrence Fine.`Fine, Lawrence.`Physician of the soul, healer of the cosmos : Isaac Luria and his kabbalistic fellowship /``0804738254`(OCoLC)ocm51093167`2003.`Stanford University Press,`2003`aastx`BM525.L835 F56 2003`BM  525            L 835   F 56   2003```1`1`31811012539840`aastx`Book Collection`BOOK 16/8/4 WK````11-Feb-05`24-Jun-05`7606`
609122`652388`732503`N`N`am`eng`Affirmative psychotherapy and counseling for lesbians and gay men / Jeffrey N. Chernin, Melissa R. Johnson.`Chernin, Jeffrey N.`Affirmative psychotherapy and counseling for lesbians and gay men /``0761917683`(OCoLC)ocm50477319`c2003.`Sage Publications,`2003`aastx`BF637.C6 C395 2003`BF  637            C 6   C 395   2003```1`1`31811013339992`aastx`Book Collection`BOOK 16/8/4 WK````21-Feb-05`21-Dec-09`8466`10-Aug-10
593471`634479`714162`N`N`am`eng`Martyrs : innocence, vengeance, and despair in the Middle East / Joyce M. Davis.`Davis, Joyce, 1953-`Martyrs : innocence, vengeance, and despair in the Middle East /``0312296169`(OCoLC)ocm51454582`2003.`Palgrave,`2003`aastx`BP190.5.M3 D39 2003`BP  1905           M 3   D 39   2003```1`1`31811012939826`aastx`Book Collection`BOOK 16/8/4 WK````12-Apr-04`22-Jun-04`6550`
574149`613802`690910`N`N`am`eng`Thinking it through : an introduction to contemporary philosophy / Kwame Anthony Appiah.`Appiah, Anthony.`Thinking it through : an introduction to contemporary philosophy /``0195160282 (cloth : alk. paper)`(OCoLC)ocm50347876`2003.`Oxford University Press,`2003`aastx`BD21 .A68 2003`BD   21            A 68   2003```1`1`31811012250158`aastx`Book Collection`BOOK 16/8/4 WK````27-Feb-03`27-Mar-03`4402`
589548`630177`711828`N`N`am`eng`Art and essence / edited by Stephen Davies and Ananta Ch. Sukla.``Art and essence /``0275977668 (alk. paper)`(OCoLC)ocm50773135`2003.`Praeger,`2003`aastx`BH39 .A685 2003`BH   39            A 685   2003```1`1`31811012916105`aastx`Book Collection`BOOK 16/8/4 WK````01-Mar-04`20-May-04`6280`11-Mar-09
669622`715619`788610`N`N`am`eng`Blackwell companion to philosophy / edited by Nicholas Bunnin and E.P. Tsui-James.``Blackwell companion to philosophy /`2nd ed.`0631219072`(OCoLC)ocm49226095`2003.`Blackwell Pub.,`2003`aastx`B21 .B56 2003`B   21            B 56   2003```1`1`31811013214484`aastx`Book Collection`BOOK 16/8/4 WK````17-Apr-09`03-Jun-09`13109`
596712`637842`716376`N`N`am`eng`Face to face with political Islam / Franc¿¿ois Burgat.`Burgat, Franc¿¿ois.`Face to face with political Islam /``1860642128`(OCoLC)ocm51437286`2003.`I.B. Tauris ; In the U.S. and Canada distributed by Palgrave Macmillan,`2003`aastx`BP163 .B7713 2003`BP  163            B 7713   2003```1`1`31811012967462`aastx`Book Collection`BOOK 16/8/4 WK````03-Jun-04`16-Aug-04`6792`08-Jul-05
667892`714659`785918`N`N`am`eng`Merleau-Ponty / Stephen Priest.`Priest, Stephen.`Merleau-Ponty /``041530864X (pbk.)`(OCoLC)ocm51031722`2003.`Routledge,`2003`aastx`B2430.M3764 P75 2003`B 2430            M 3764   P 75   2003```1`1`31811013523124`aastx`Book Collection`BOOK 16/8/4 WK````13-Mar-09`24-Apr-09`12984`
625117`668495`748271`N`N`am`eng`Renaissance and seventeenth-century rationalism / edited by G.H.R. Parkinson.``Renaissance and seventeenth-century rationalism /``0415308763 (pbk.)`(OCoLC)ocm51108063`2003.`Routledge,`2003`aastx`BL2758 .R46 2003`BL 2758            R 46   2003```1`1`31811012677053`aastx`Book Collection`BOOK 16/8/4 WK````10-Apr-06`21-Jun-10`9796`
629314`672092`748083`N`N`am`eng`Mencius, Hume, and the foundations of ethics / Xiusheng Liu.`Liu, Xiusheng, 1965-`Mencius, Hume, and the foundations of ethics /``0754604063 (alk. paper)`(OCoLC)ocm49259848`c2003.`Ashgate,`2003`aastx`BJ1533.H9 L59 2003`BJ 1533            H 9   L 59   2003```1`1`31811012667716`aastx`Book Collection`BOOK 16/8/4 WK````07-Aug-06`31-Aug-06`10232`25-Apr-07
608731`651307`731464`N`N`am`eng`Relational remembering : rethinking the memory wars / Sue Campbell.`Campbell, Sue, 1956-`Relational remembering : rethinking the memory wars /``0742532801 (hardcover : alk. paper)`(OCoLC)ocm52133130`c2003.`Rowman & Littlefield Publishers,`2003`aastx`BF378.A87 C36 2003`BF  378            A 87   C 36   2003```1`1`31811012540103`aastx`Book Collection`BOOK 16/8/4 WK````11-Feb-05`27-Jun-05`7606`19-Mar-08
602196`643934`724543`N`N`am`eng`Friend / Alan Bray.`Bray, Alan.`Friend /``0226071804 (cloth : alk. paper)`(OCoLC)ocm51756149`c2003.`University of Chicago Press,`2003`aastx`BJ1533.F8 B755 2003`BJ 1533            F 8   B 755   2003```1`1`31811012975887`aastx`Book Collection`BOOK 16/8/4 WK````28-Oct-04`11-Jan-05`7259`21-Mar-05
670153`716055`802781`N`N`am`eng`Blackwell guide to ancient philosophy / edited by Christopher Shields.``Blackwell guide to ancient philosophy /``0631222154 (pbk. : alk. paper)`(OCoLC)ocm49683578`c2003.`Blackwell Pub.,`2003`aastx`B171 .B65 2003`B  171            B 65   2003```1`1`31811013672640`aastx`Book Collection`BOOK 16/8/4 WK````06-May-09`11-Mar-10`13328`
670153`716055`802781`N`N`am`eng`Blackwell guide to ancient philosophy / edited by Christopher Shields.``Blackwell guide to ancient philosophy /``0631222154 (pbk. : alk. paper)`(OCoLC)ocm49683578`c2003.`Blackwell Pub.,`2003`aastx`B171 .B65 2003`B  171            B 65   2003```1`1`31811013672640`aastx`Book Collection`BOOK 16/8/4 WK````06-May-09`11-Mar-10`13166`
591387`632337`712281`N`N`am`eng`Lost scriptures : books that did not make it into the New Testament / [edited by] Bart D. Ehrman.``Lost scriptures : books that did not make it into the New Testament /``0195141822 (alk. paper)`(OCoLC)ocm51886442`2003.`Oxford University Press,`2003`aastx`BS2832 .E37 2003`BS 2832            E 37   2003```1`1`31811012916428`aastx`Book Collection`BOOK 16/8/4 WK````19-Mar-04`25-May-04`6404`29-Apr-12
584582`624834`704535`N`N`am`eng`Theology, rhetoric, and politics in the Eucharistic controversy, 1078-1079 : Alberic of Monte Cassino against Berengar of Tours / Charles M. Radding, Francis Newton.`Radding, Charles.`Theology, rhetoric, and politics in the Eucharistic controversy, 1078-1079 : Alberic of Monte Cassino against Berengar of Tours /``0231126859 (pbk. : alk. paper)`(OCoLC)ocm50294919`c2003.`Columbia University Press,`2003`aastx`BV823 .R33 2003`BV  823            R 33   2003```1`1`31811012884428`aastx`Book Collection`BOOK 16/8/4 WK````04-Nov-03`28-Jan-04`5702`03-Apr-06
628483`671505`747603`N`N`am`eng`Sacred fury : understanding religious violence / Charles Selengut.`Selengut, Charles.`Sacred fury : understanding religious violence /``0759103623 (pbk : alk. paper)`(OCoLC)ocm52349018`c2003.`Altamira Press,`2003`aastx`BL65.V55 S33 2003`BL   65            V 55   S 33   2003```1`1`31811013300994`aastx`Book Collection`BOOK 16/8/4 WK````10-Jul-06`24-Aug-06`10204`
591388`632146`711843`N`N`am`eng`Following Muhammad : rethinking Islam in the contemporary world / Carl W. Ernst.`Ernst, Carl W., 1950-`Following Muhammad : rethinking Islam in the contemporary world /``0807828378 (cloth : alk. paper)`(OCoLC)ocm52269942`c2003.`University of North Carolina Press,`2003`aastx`BP161.3 .E76 2003`BP  1613           E 76   2003```1`1`31811012916097`aastx`Book Collection`BOOK 16/8/4 WK````19-Mar-04`20-May-04`6393`19-Sep-11
608726`651259`729746`N`N`am`eng`Monotheists : Jews, Christians, and Muslims in conflict and competition / F.E. Peters.`Peters, F. E. (Francis E.)`Monotheists : Jews, Christians, and Muslims in conflict and competition /``0691114609 (v. 1 : alk. paper)`(OCoLC)ocm50960846`c2003.`Princeton University Press,`2003`aastx`BM535 .P32 2003`BM  535            P 32   2003`v.1``1`1`31811012516285`aastx`Book Collection`BOOK 16/8/4 WK````11-Feb-05`12-May-05`7584`18-Nov-09
608726`651259`729746`N`N`am`eng`Monotheists : Jews, Christians, and Muslims in conflict and competition / F.E. Peters.`Peters, F. E. (Francis E.)`Monotheists : Jews, Christians, and Muslims in conflict and competition /``0691114609 (v. 1 : alk. paper)`(OCoLC)ocm50960846`c2003.`Princeton University Press,`2003`aastx`BM535 .P32 2003`BM  535            P 32   2003`v.1``1`1`31811012516285`aastx`Book Collection`BOOK 16/8/4 WK````11-Feb-05`12-May-05`8417`18-Nov-09
608726`651259`729746`N`N`am`eng`Monotheists : Jews, Christians, and Muslims in conflict and competition / F.E. Peters.`Peters, F. E. (Francis E.)`Monotheists : Jews, Christians, and Muslims in conflict and competition /``0691114609 (v. 1 : alk. paper)`(OCoLC)ocm50960846`c2003.`Princeton University Press,`2003`aastx`BM535 .P32 2003`BM  535            P 32   2003`v.1``1`1`31811012516285`aastx`Book Collection`BOOK 16/8/4 WK````11-Feb-05`12-May-05`8417`18-Nov-09
589841`630494`714731`N`N`am`eng`Psychology of abilities, competencies, and expertise / edited by Robert J. Sternberg, Elena L. Grigorenko.``Psychology of abilities, competencies, and expertise /``0521809886 (hardback)`(OCoLC)ocm50590873`2003.`Cambridge University Press,`2003`aastx`BF431 .P375 2003`BF  431            P 375   2003```1`1`31811013423499`aastx`Book Collection`BOOK 16/8/4 WK````03-Mar-04`06-Jul-04`6302`28-Jul-11
585764`626370`705611`N`N`am`eng`Psychoanalysis and Buddhism : an unfolding dialogue / edited by Jeremy D. Safran.`Safran, Jeremy D.`Psychoanalysis and Buddhism : an unfolding dialogue /`1st ed.`0861713427 (pbk. : alk. paper)`(OCoLC)ocm51536114`c2003.`Wisdom Publications,`2003`aastx`BF175.4.R44 S24 2003`BF  1754           R 44   S 24   2003```1`1`31811011701276`aastx`Book Collection`BOOK 16/8/4 WK````02-Dec-03`19-Feb-04`5835`12-Apr-07
